actor,id,mesh,x_cm,y_cm,z_cm,qx,qy,qz,qw,sx,sy,sz
MoonRock_000179,179,1,61620.413296066,-947.924662020,494.743335497,-0.001590341,-0.026361436,-0.109501009,0.993635786,0.442337261,0.442479314,0.443715103
MoonRock_000180,180,1,61710.769741378,-334.850931551,507.796323549,0.014594360,0.006202885,-0.894438139,0.446910443,0.342887195,0.342941208,0.343423197
MoonRock_000181,181,1,61919.253628097,-318.786478426,513.566673052,0.008545875,-0.014054704,-0.248672341,0.968447985,0.179438716,0.179414280,0.179564281
MoonRock_000182,182,1,62195.816128097,-381.432962801,516.933048021,0.014459903,0.001380632,-0.896410003,0.442987710,0.149804185,0.149801728,0.149929119
MoonRock_000183,183,1,62305.044643722,-990.197611238,523.389566195,0.000093930,-0.028463766,-0.447294735,0.893933568,0.196357103,0.196330199,0.197038594
MoonRock_000184,184,1,62439.004604660,-520.226908113,523.867118609,-0.012499045,-0.017903586,0.749203868,0.661979456,0.499753324,0.499559420,0.500103791
MoonRock_000185,185,1,62487.161342941,-781.432962801,530.648172152,0.020640851,-0.005150370,-0.956549022,0.290794426,0.471024838,0.471083168,0.472249890
MoonRock_000186,186,1,62490.725796066,-1102.660990145,532.943713915,-0.025487310,0.011735114,0.953070537,0.301445244,0.223250865,0.223466717,0.224260552
MoonRock_000187,187,1,62543.350307785,-554.833841707,527.677190554,0.037003424,-0.004787016,-0.866991623,0.496923894,0.271641506,0.271657718,0.273225770
MoonRock_000188,188,1,62553.530971847,-824.926615145,532.836616289,-0.007638712,-0.020432759,0.025876191,0.999427123,0.189855830,0.189953624,0.190282571
MoonRock_000189,189,1,62669.693081222,-642.858744051,534.672963869,-0.007808366,-0.024005770,-0.406222184,0.913425580,0.406953091,0.407058981,0.407980621
MoonRock_000190,190,1,62743.032924972,-717.004251863,539.113414538,0.016506277,-0.053616682,-0.452494666,0.890000771,0.426018326,0.425334821,0.430909749
MoonRock_000191,191,1,62790.200893722,-843.395853426,541.341054690,-0.006023774,-0.026323221,0.097741139,0.994845451,0.323639422,0.323800658,0.324693377
MoonRock_000192,192,1,63043.875210128,-696.691751863,555.438030016,0.016346640,-0.019736309,-0.221351119,0.974857399,0.419791083,0.419509352,0.420822104
MoonRock_000193,193,1,63413.955776535,-853.039408113,570.129716646,0.022280960,-0.005631059,-0.982426680,0.185228695,0.121376906,0.121413280,0.121723666
MoonRock_000194,194,1,63697.537319503,-935.363626863,584.836757433,0.023193293,-0.006597065,-0.960338303,0.277792896,0.483829516,0.483895844,0.485288479
MoonRock_000195,195,1,63781.094448410,-959.399271395,588.201654207,-0.011273807,-0.029900026,0.702108122,0.711352989,0.363679297,0.363276714,0.364694679
MoonRock_000196,196,1,63803.360073410,-9914.782572176,327.498162043,-0.016818689,-0.024817134,0.522890561,0.851872469,0.118226618,0.118133641,0.118522244
MoonRock_000197,197,1,63814.297573410,-9678.600931551,326.331556093,-0.022472430,0.006175318,0.994621984,0.100915630,0.057647133,0.057670288,0.057807772
MoonRock_000198,198,1,63916.568081222,-9849.499369051,331.959212076,0.025348999,-0.000661319,-0.992760776,0.117401158,0.269458647,0.269631249,0.270660854
MoonRock_000199,199,1,64080.996792160,-9588.415384676,337.010228884,0.004407251,-0.035001106,-0.297252017,0.954147125,0.477706501,0.477767986,0.480249587
MoonRock_000200,200,1,64142.312710128,-9882.336283113,341.267073404,-0.019394967,-0.017718418,0.383802447,0.923041481,0.474237275,0.473989049,0.475457749
MoonRock_000201,201,1,64304.300014816,-7681.347513582,385.782802355,-0.091890154,-0.028137913,0.983375637,0.154067564,0.308338088,0.309639217,0.321336706
MoonRock_000202,202,1,64339.968960128,-10004.443216707,348.817289126,0.023739813,-0.011503917,-0.913344119,0.406333116,0.280675209,0.280531211,0.281453492
MoonRock_000203,203,1,64381.594936691,-9911.718607332,350.111067545,0.013692344,-0.030935457,-0.738747610,0.673132592,0.234543746,0.234362617,0.235216057
MoonRock_000204,204,1,64397.451870285,-10144.579935457,353.484475863,-0.023165522,-0.006990090,0.067117527,0.997451620,0.318791839,0.318593273,0.319314708
MoonRock_000205,205,1,64443.301479660,-9652.673197176,355.124199640,-0.001897114,-0.033437415,0.430605456,0.901918667,0.389506909,0.389356571,0.391236150
MoonRock_000206,206,1,64495.022671066,-9661.193704988,357.887017977,-0.037015564,-0.004011526,0.999306636,0.000055461,0.174974897,0.175142615,0.176175147
MoonRock_000207,207,1,64511.843960128,-9286.901712801,366.572273028,0.038659744,0.022838402,-0.901441586,0.430565789,0.443934355,0.444525898,0.447626935
MoonRock_000208,208,1,64532.144253097,-7660.204935457,418.265116465,0.011930547,-0.097750565,0.540966632,0.835258997,0.222877162,0.222747260,0.231186034
MoonRock_000209,209,1,64576.590053878,-10197.790384676,360.092628252,0.001640373,-0.018629129,0.066360569,0.997620439,0.268753193,0.268969222,0.269280095
MoonRock_000210,210,1,64599.954311691,-10314.269876863,360.333478701,-0.013095814,-0.002143876,-0.847742529,0.530241933,0.436899149,0.436889660,0.437217131
MoonRock_000211,211,1,64623.928921066,-11093.554544832,370.416224253,-0.015421603,0.000168495,0.127959521,0.991659471,0.120269608,0.120218856,0.120384910
MoonRock_000212,212,1,64673.672573410,-9952.136087801,363.555324328,0.004053985,-0.039416471,-0.076662269,0.996269443,0.163504952,0.163657804,0.164648518
MoonRock_000213,213,1,64707.278530441,-7615.514994051,446.765744936,0.041878227,-0.082493843,-0.576709749,0.811693813,0.143581340,0.142588275,0.147705758
MoonRock_000214,214,1,64963.626186691,-9570.690775301,389.554727328,0.012197828,-0.045172018,0.119841420,0.991689839,0.258797996,0.259394178,0.261453970
MoonRock_000215,215,1,65490.310757003,-9405.224466707,433.517253649,-0.008375980,-0.057490062,0.576740682,0.814858835,0.453170943,0.452323168,0.458381800
MoonRock_000216,216,1,65609.866421066,-9378.832865145,443.888461840,0.010827422,-0.060888282,0.757403221,0.650012111,0.199853956,0.199448988,0.201896098
MoonRock_000217,217,1,66421.768276535,-8992.150736238,520.617711794,-0.008050598,-0.073255912,0.685563288,0.724273248,0.488335517,0.486565806,0.496347147
MoonRock_000218,218,1,67736.831753097,-9443.322611238,548.984945070,0.033193574,-0.000074543,0.607446509,0.793666756,0.083478066,0.083507176,0.083825912
MoonRock_000219,219,1,68173.965542160,-9553.906107332,535.412824404,0.003753053,0.011636261,-0.905665445,0.423816723,0.380652126,0.380644334,0.380641196
MoonRock_000220,220,1,68826.382534347,-9855.322122957,538.215434801,-0.006807876,0.001537695,-0.393609467,0.919251258,0.405317344,0.405321169,0.405368281
MoonRock_000221,221,1,69285.073940597,-9585.253763582,551.864612353,0.013221091,-0.015490702,0.848743157,0.528412995,0.133364397,0.133355921,0.133570067
MoonRock_000222,222,1,69535.391323410,-9576.269388582,557.813251269,-0.011618383,-0.010060199,0.896821597,0.442125354,0.480350845,0.480383453,0.480759354
MoonRock_000223,223,1,69547.842495285,-7629.113626863,653.271234286,0.002949275,-0.000377443,-0.428259958,0.903650689,0.126014187,0.126014315,0.125981843
MoonRock_000224,224,1,69660.904018722,-9584.008646395,559.472644579,0.018338278,0.002350098,-0.968518628,0.248253602,0.433656350,0.433831080,0.434091670
MoonRock_000225,225,1,69806.155483566,-9574.035501863,565.551507723,-0.004885797,-0.017023359,0.582630362,0.812544273,0.193132016,0.193040413,0.193377371
MoonRock_000226,226,1,64722.757046066,-7555.444193270,451.615178835,0.087877642,-0.054523008,-0.386888430,0.916308957,0.188593485,0.186724630,0.196062205
MoonRock_000227,227,1,64903.360073410,-7517.736673738,473.912179720,0.071713789,0.057138722,-0.938425929,0.333090190,0.417174722,0.420466588,0.434030192
MoonRock_000228,228,1,65011.673061691,-7508.959818270,486.078155291,0.072197860,-0.076270056,-0.822835853,0.558490383,0.387866728,0.388211663,0.399056764
MoonRock_000229,229,1,65303.225796066,-7453.002787020,518.886363756,0.068858608,-0.093259083,0.828790515,0.547418960,0.415697579,0.413991581,0.428973636
MoonRock_000230,230,1,67594.534389816,-7445.361185457,643.463313830,0.011747637,0.007998819,-0.004620901,0.999888323,0.119819511,0.119822496,0.119874914
MoonRock_000231,231,1,65712.832729660,-6989.501810457,580.088794481,0.027598330,0.021829997,-0.950452609,0.308871528,0.200426151,0.200693869,0.201669820
MoonRock_000232,232,1,65911.746303878,-6753.625345613,594.223249209,0.012851075,-0.021425078,0.192853591,0.980909429,0.153526844,0.153647116,0.154049734
MoonRock_000233,233,1,66289.029018722,-6691.125345613,606.076228869,-0.041130734,0.020878004,0.920738113,0.387445092,0.416569654,0.417172891,0.420807887
MoonRock_000234,234,1,65646.218960128,-6365.478372957,600.939595949,0.032781711,0.003850374,-0.808968924,0.586924028,0.226912700,0.226984505,0.227685117
MoonRock_000235,235,1,66268.216030441,-6358.727884676,615.001809847,0.023537035,-0.019326585,0.623989141,0.780839319,0.348970603,0.349173449,0.350229917
MoonRock_000236,236,1,66391.787807785,-6285.375833895,620.967567217,-0.021453865,-0.026347119,0.997702665,0.058608473,0.241702392,0.241576227,0.242765142
MoonRock_000237,237,1,65690.591518722,-6274.316263582,603.654897463,0.018187425,-0.031266857,0.840707576,0.540279903,0.068826289,0.068757358,0.069034775
MoonRock_000238,238,1,65731.155483566,-6156.298685457,609.159171831,0.026690679,-0.012706512,-0.477214058,0.878289756,0.143923874,0.143833435,0.144382583
MoonRock_000239,239,1,65092.190639816,-6130.065775301,601.151931536,0.033097219,-0.023846372,0.773594387,0.632366705,0.184270238,0.184320629,0.185233253
MoonRock_000240,240,1,66678.457729660,-5776.830912020,650.585830462,0.024327113,-0.002906099,-0.143864669,0.989294043,0.446675045,0.446290117,0.447653702
MoonRock_000241,241,1,64843.045132003,-5572.460794832,625.678813708,0.034840530,0.000783934,0.196623344,0.979859573,0.276172802,0.275834103,0.277333050
MoonRock_000242,242,1,66694.546596847,-5452.197122957,658.577049029,0.014214272,-0.015841299,0.434451204,0.900443868,0.318997952,0.319126714,0.319776008
MoonRock_000243,243,1,66796.621792160,-5349.633646395,665.575158846,0.011594864,0.016295650,-0.999782637,0.005889732,0.216947197,0.216957095,0.217241674
MoonRock_000244,244,1,69208.035366378,-2516.113138582,626.297891390,-0.009781369,0.027513729,0.789341364,0.613259757,0.482199090,0.481951168,0.483012901
MoonRock_000245,245,1,69582.779018722,-2262.158060457,609.501827013,0.008971376,0.012978948,0.999735769,0.016716869,0.308068483,0.308075324,0.308254175
MoonRock_000246,246,1,67657.302944503,-1218.041849520,630.401933443,-0.000560526,0.039085157,0.999105744,0.016116706,0.183053705,0.182778102,0.184055130
MoonRock_000247,247,1,63920.706264816,-1006.078958895,594.983089220,-0.008167584,-0.031149934,0.383955170,0.922790008,0.202714849,0.202641663,0.203531522
MoonRock_000248,248,1,65585.000698410,-154.992533113,586.695182573,0.000735594,0.015100895,-0.937335543,0.348099845,0.325600626,0.325515370,0.325802726
MoonRock_000249,249,1,66834.866421066,-139.452982332,571.589505922,-0.001095393,-0.020983347,-0.990285748,0.137450487,0.132733116,0.132639953,0.132988762
MoonRock_000250,250,1,67912.381069503,-85.595560457,563.194024813,0.000876132,-0.028935332,-0.909261564,0.415217278,0.201719768,0.201664074,0.202345361
MoonRock_000251,251,1,67868.277065597,210.058736418,556.550681841,-0.017337560,-0.008116928,0.156460991,0.987498599,0.457188453,0.456968068,0.457637905
MoonRock_000252,252,1,68862.515346847,268.432759855,571.881139528,-0.011637962,-0.005832403,-0.262484586,0.964848373,0.422743850,0.422739114,0.423209235
MoonRock_000253,253,1,67495.266811691,371.777486418,550.521028292,-0.023448772,0.014269716,-0.600395456,0.799232023,0.225831127,0.225803015,0.226557019
MoonRock_000254,254,1,67666.311733566,431.274556730,546.687734377,-0.017931385,0.004825500,0.322840905,0.946271066,0.452396000,0.452201921,0.452915733
MoonRock_000255,255,1,67972.183315597,587.927388762,540.830886614,-0.025469306,-0.020499497,-0.253227301,0.966854187,0.412365869,0.412585668,0.414320654
MoonRock_000256,256,1,67653.518764816,980.041646574,529.797113192,-0.056710267,-0.004445944,0.769808895,0.635734570,0.197545733,0.197939277,0.199567218
MoonRock_000257,257,1,-64324.441440262,-61116.711283113,1027.895438921,0.008196314,0.028344407,0.313980772,0.948970753,0.393291474,0.393271564,0.394758057
MoonRock_000258,258,1,-64189.742953934,-61323.400736238,1021.222675097,-0.003169720,0.037211657,0.839231658,0.542490063,0.255754664,0.255567963,0.256358974
MoonRock_000259,259,1,-64137.014682450,-61301.379251863,1019.322192919,-0.009247865,0.026206518,0.734689459,0.677834120,0.443435429,0.443208485,0.444107055
MoonRock_000260,260,1,-64102.499301590,-61173.876810457,1019.007098925,0.008481691,0.025506021,0.496874483,0.867406048,0.323908040,0.323744553,0.324805330
MoonRock_000261,261,1,-64078.195102372,-62401.391458895,1014.661109698,0.006789763,0.043103723,0.817036257,0.574932799,0.192661503,0.192512623,0.193603729
MoonRock_000262,262,1,-64013.784701981,-61134.985208895,1015.201556933,-0.001251946,0.025376478,-0.388420536,0.921131887,0.453254862,0.453234731,0.454536094
MoonRock_000263,263,1,-63895.645053544,-61249.926615145,1010.554492724,-0.026147992,-0.001435279,-0.894241582,0.446817877,0.351618832,0.351753252,0.352698529
MoonRock_000264,264,1,-63850.918491044,-61190.881204988,1009.055793535,-0.002263120,0.026968630,-0.603821863,0.796659732,0.358007877,0.357853421,0.359026254
MoonRock_000265,265,1,-63814.559848465,-61372.302103426,1007.326495897,-0.020023363,0.002308501,-0.981529200,0.190247643,0.349001180,0.349197615,0.349838649
MoonRock_000266,266,1,-63631.521518387,-61142.468119051,1000.200832140,-0.004404099,0.025137665,-0.274594472,0.961221399,0.444002909,0.444052089,0.445289667
MoonRock_000267,267,1,-63547.445590653,-61363.000345613,999.548232805,0.011939838,0.040851423,0.861230553,0.506429201,0.333735455,0.333470783,0.335027468
MoonRock_000268,268,1,-63539.974887528,-61423.083353426,996.546542895,0.016288579,0.029091720,0.710932118,0.702469841,0.092932508,0.092892690,0.093222639
MoonRock_000269,269,1,-63317.477328934,-61425.854349520,987.215125811,-0.027626470,0.012433725,-0.866143715,0.498875981,0.072610671,0.072573781,0.072754305
MoonRock_000270,270,1,-63303.329379715,-61233.703470613,986.880290758,0.010600194,0.025825168,0.392165530,0.919470986,0.051096148,0.051101185,0.051247779
MoonRock_000271,271,1,-63150.997836747,-61500.195169832,978.338992846,0.022231232,0.034399132,0.836918505,0.545792899,0.417590059,0.417574228,0.419441846
MoonRock_000272,272,1,-63078.262241044,-62240.905619051,975.603187334,-0.008528471,0.047551567,0.674872183,0.736351580,0.059396622,0.059333296,0.059846333
MoonRock_000273,273,1,-62984.872348465,-61311.743021395,975.337302935,-0.004355335,0.035491156,-0.823078084,0.566801444,0.197202253,0.197129270,0.197637478
MoonRock_000274,274,1,-65217.928989090,-61253.820658113,1075.466144335,0.036342110,0.015415096,0.999208241,0.004951515,0.079392154,0.079485853,0.079982978
MoonRock_000275,275,1,-64589.675815262,-61223.510599520,1039.520347368,-0.000525474,0.028908946,0.085585090,0.995911236,0.464691426,0.465051813,0.466344624
MoonRock_000276,276,1,-64684.933383622,-61183.923197176,1044.733226549,-0.001708107,0.050256669,0.804556016,0.591744004,0.109285210,0.109087793,0.109929841
MoonRock_000277,277,1,-65399.185092606,-61153.759622957,1084.438121569,0.038870130,0.012925634,0.980195748,0.193748125,0.350296291,0.350459905,0.353083955
MoonRock_000278,278,1,-65077.334506669,-61147.656107332,1066.466605913,0.033926300,0.007955110,0.995039712,0.093175613,0.137363923,0.137544787,0.138306971
MoonRock_000279,279,1,-64902.468784012,-61130.615091707,1056.721484911,-0.024875315,0.040605862,-0.778710285,0.625573877,0.484866672,0.484400308,0.488030314
MoonRock_000280,280,1,-64534.719760575,-61072.753763582,1038.065326464,0.003164740,0.027992795,0.014459941,0.999498523,0.168814611,0.168893945,0.169511239
MoonRock_000281,281,1,-64687.899692215,-61035.119486238,1044.574535143,-0.007281230,0.039669434,-0.834350126,0.549757389,0.084669824,0.084588595,0.084922027
MoonRock_000282,282,1,-62647.067172684,-61559.179544832,957.914531481,-0.031032653,-0.007950064,-0.920482497,0.389468541,0.175021167,0.175153297,0.175794319
MoonRock_000283,283,1,-62424.294955887,-61628.723001863,948.292720568,0.023409379,0.029366781,0.946517162,0.320460380,0.294744370,0.294451641,0.296487446
MoonRock_000284,284,1,-62340.389926590,-60875.243997957,951.582992327,0.024278748,0.020176378,-0.057462815,0.997848426,0.253157122,0.253194029,0.254224167
MoonRock_000285,285,1,-62145.950229325,-61662.133646395,940.869510424,-0.004637256,0.014481863,-0.106768154,0.994167658,0.468224030,0.468191318,0.468569950
MoonRock_000286,286,1,-62126.937778153,-61710.912943270,938.915527117,-0.017727381,0.033765384,-0.674966964,0.736861748,0.418099452,0.417737613,0.419886145
MoonRock_000287,287,1,-62034.933383622,-61556.176615145,936.409747851,0.001181084,0.031805865,-0.155396945,0.987339243,0.108488244,0.108621190,0.109019438
MoonRock_000288,288,1,-62021.115024247,-61295.422220613,939.491737139,0.007315418,0.013961258,0.142744091,0.989634121,0.084251994,0.084242403,0.084334947
MoonRock_000289,289,1,-61455.410678544,-60539.050150301,922.403228533,0.011647236,0.022178714,0.303650670,0.952454050,0.275282897,0.275232611,0.276001738
MoonRock_000290,290,1,-62970.132358231,-60971.301126863,977.461040270,0.024480743,-0.003317628,0.978731955,0.203650306,0.382365912,0.382745303,0.383259051
MoonRock_000291,291,1,-62900.887973465,-61215.222025301,972.506892931,-0.021093288,0.010919903,-0.957001255,0.289109713,0.492141777,0.492237752,0.493811757
MoonRock_000292,292,1,-62893.020541825,-60910.351419832,974.770343554,-0.001137645,0.024038109,-0.561764570,0.826947062,0.087536377,0.087497514,0.087686401
MoonRock_000293,293,1,-62888.876254715,-61474.133158113,969.503486407,0.003863651,0.019970055,-0.284262027,0.958530839,0.402538636,0.402699107,0.403415710
